Date,Year,Month,Pearson,Kendall,Spearman
1983-12-01,1983,12,0.7566928352457014,0.3212963996349045,0.4532485228886998
1984-01-01,1984,1,0.5274102929818135,0.23705371671219902,0.33359909402045285
1984-02-01,1984,2,0.46350991824818705,0.2294093011823024,0.334930355598022
1984-03-01,1984,3,0.5843162621743155,0.30046971288941576,0.43823896463197687
1984-04-01,1984,4,0.6145939334841002,0.27882481168901385,0.40976786431987994
1984-05-01,1984,5,0.7436730703040006,0.4141846361820062,0.5832256350945768
1984-06-01,1984,6,0.6803580233645711,0.3578479763079961,0.49795828908588946
1984-07-01,1984,7,0.6240185461256803,0.41098991106673766,0.575501844676071
1984-08-01,1984,8,0.47515647133723277,0.2954790460481707,0.41843747783247587
1984-09-01,1984,9,0.5082284735717887,0.3396348359993537,0.48239447993658296
1984-10-01,1984,10,0.6632296794898038,0.3386573720565416,0.4796543945705345
1984-11-01,1984,11,0.6644098172323811,0.34087872475701536,0.48557855385119425
1984-12-01,1984,12,0.6918377927510332,0.2734601805079726,0.3812501865445983
1985-01-01,1985,1,0.3899607838669565,0.1184123911401128,0.17985688904948544
1985-02-01,1985,2,0.34202444465179727,0.1241834660852807,0.20220226870274383
1985-03-01,1985,3,0.4564916457663857,0.29759551489112973,0.45683737834708077
1985-04-01,1985,4,0.5794561551361297,0.2791805762539274,0.420569358747467
1985-05-01,1985,5,0.30625777282742267,0.17140144257114703,0.25714992804319076
1985-06-01,1985,6,0.582628870082639,0.4855510236475574,0.6635019545742914
1985-07-01,1985,7,0.3926556768065028,0.3352931998348465,0.46496967732737554
1985-08-01,1985,8,0.5675000637199089,0.3471582283370195,0.48842608968194323
1985-09-01,1985,9,0.33546832178276714,0.24872857245536664,0.36487031990364305
1985-10-01,1985,10,0.3506563930937398,0.2650915255341033,0.37961863816367675
1985-11-01,1985,11,0.2492237786121004,0.15668866794688804,0.21888538859584353
1985-12-01,1985,12,0.4289641108323736,0.11817023237556737,0.17408293203490047
1986-01-01,1986,1,0.6086493719073773,0.22326775833469323,0.31317526891924685
1986-02-01,1986,2,0.4073559751328034,0.22418772928403424,0.31850937390292533
1986-03-01,1986,3,0.5116933043437143,0.20400104389326718,0.3019910838858052
1986-04-01,1986,4,0.644533981126156,0.33292192242853447,0.4746194131810135
1986-05-01,1986,5,0.558829136060819,0.32827568733495793,0.46322078998438515
1986-06-01,1986,6,0.6233840482647972,0.3240061470126018,0.45076975860442775
1986-07-01,1986,7,0.7594902234474232,0.567512877115526,0.7500725831299596
1986-08-01,1986,8,0.5491371348851634,0.30894766460326395,0.4452011856090198
1986-09-01,1986,9,0.41164895507476323,0.3007971656333038,0.4061665616468784
1986-10-01,1986,10,0.35256987942827556,0.19009195305603532,0.2863541781126822
1986-11-01,1986,11,0.42872085816348277,0.2764921874689146,0.38193903844697824
1986-12-01,1986,12,0.4318053561587406,0.2388572884748622,0.3388711223706379
1987-01-01,1987,1,0.60283296475046,0.2522648059604944,0.3791934376974395
1987-02-01,1987,2,0.4534283279063301,0.17023194563901156,0.23740644569740404
1987-03-01,1987,3,0.592667878795164,0.34434495009852445,0.49721482076048124
1987-04-01,1987,4,0.6393658922484897,0.34044447978857806,0.4959485720293111
1987-05-01,1987,5,0.3631325172590018,0.1833863789390439,0.2856803616274534
1987-06-01,1987,6,0.5951326346209331,0.3631882127041007,0.5088013412543148
1987-07-01,1987,7,0.7362695956576785,0.32280475103307227,0.4724132122783643
1987-08-01,1987,8,0.7565702294356191,0.3663068056098479,0.5196723985399138
1987-09-01,1987,9,0.7587452334405804,0.4857908861436652,0.6625587247415972
1987-10-01,1987,10,0.7056278525386473,0.34590239250143706,0.4917994271946973
1987-11-01,1987,11,0.735502394771099,0.3065493264512438,0.4534437427818286
1987-12-01,1987,12,0.5721858369582433,0.21637282203032385,0.33177145835977856
1988-01-01,1988,1,0.5868267987755353,0.3137994265047934,0.44424907260172625
1988-02-01,1988,2,0.7218741548574414,0.3810116668380497,0.5326413918352556
1988-03-01,1988,3,0.21659549800993838,0.12552707628266344,0.17927880625431022
1988-04-01,1988,4,0.4477787458490707,0.3013140930018833,0.41460881948479195
1988-05-01,1988,5,0.4143795885104983,0.2687785153938274,0.3873836061371718
1988-06-01,1988,6,0.37403569037792816,0.36415921004269614,0.5119346115995724
1988-07-01,1988,7,0.5543869249882168,0.3855307076877292,0.5299557142954796
1988-08-01,1988,8,0.3844842959442204,0.3496743391381247,0.4804427951459493
1988-09-01,1988,9,0.2890720640995543,0.23297076422662122,0.3308952307350723
1988-10-01,1988,10,0.24348457329282194,0.0932220084880594,0.1324755730357141
1988-11-01,1988,11,0.5647858605924103,0.3153602974293553,0.4484623349669821
1988-12-01,1988,12,0.5305710704229233,0.28023082766978025,0.40833937586404057
1989-01-01,1989,1,0.7466491182068649,0.37722492223532905,0.5102829473842
1989-02-01,1989,2,0.5673822312362191,0.25201006814924726,0.3627601386784098
1989-03-01,1989,3,0.4729591399377964,0.1883854560418869,0.2737651445336723
1989-04-01,1989,4,0.5093056923786713,0.2365667730081303,0.34334746506985464
1989-05-01,1989,5,0.3672563027396918,0.29972973729412217,0.42468679778985363
1989-06-01,1989,6,0.4955661401175636,0.36907419895282334,0.4925036956567577
1989-07-01,1989,7,0.6744854069239786,0.45215440950223373,0.6204945559937534
1989-08-01,1989,8,0.6863703056565581,0.39007094495441563,0.533177223245407
1989-09-01,1989,9,0.44822804206495487,0.37054835551650545,0.5119363733675042
1989-10-01,1989,10,0.5304842419637291,0.41648774820582646,0.5636263061819192
1989-11-01,1989,11,0.52482655549183,0.2780165205306773,0.3999405095078439
1989-12-01,1989,12,0.6283809218764622,0.2293166672713097,0.34313300357249044
1990-01-01,1990,1,0.5050380072680071,0.29724807185013896,0.42430802667190703
1990-02-01,1990,2,0.6481838640965725,0.27914542558863353,0.4021345906308116
1990-03-01,1990,3,0.5247861182795507,0.2486851928466858,0.35602526272060636
1990-04-01,1990,4,0.29413285323981053,0.1614268424103837,0.21989761171145605
1990-05-01,1990,5,0.4127643393772057,0.1494370136885273,0.2179953536371029
1990-06-01,1990,6,0.7098492958765619,0.40664039207140146,0.5520016978549005
1990-07-01,1990,7,0.6733019314638998,0.274472868849782,0.3908324369689837
1990-08-01,1990,8,0.6891328232671275,0.40789253330224445,0.5537287163961468
1990-09-01,1990,9,0.5230046315960974,0.3360586672820956,0.4756649645251579
1990-10-01,1990,10,0.41072924862835536,0.3022234559450095,0.40689446717975025
1990-11-01,1990,11,0.5200668375382492,0.31178200406994744,0.4337118614539152
1990-12-01,1990,12,0.3989632745200437,0.15038037414838523,0.21353527821930227
1991-01-01,1991,1,-0.050378013183529254,-0.05842845406915269,-0.0963940310715002
1991-02-01,1991,2,-0.13904339117043887,-0.020784244095848628,-0.04503175852642336
1991-03-01,1991,3,-0.22186437115342236,-0.01711017648913929,-0.048795600952361864
1991-04-01,1991,4,0.18919202929761267,0.19676702962510184,0.237093998401927
1991-05-01,1991,5,0.39736972415402677,0.12235799148079218,0.1697530439596313
1991-06-01,1991,6,0.6875436062665379,0.3135959473943878,0.43496693518322915
1991-07-01,1991,7,0.7718459786037132,0.5350314547056948,0.7073959473168837
1991-08-01,1991,8,0.6820762419164889,0.544643450396976,0.7308428934711926
1991-09-01,1991,9,0.2008841226124051,0.08945748430350302,0.10636065646390419
1991-10-01,1991,10,0.0749318654720696,0.030069389309060262,0.004512637677197398
1991-11-01,1991,11,-0.13988038745102355,-0.02157262963499358,-0.034846811401118644
1991-12-01,1991,12,-0.06821603205846832,-0.01646632548074731,-0.04987601025077364
1992-01-01,1992,1,0.6427984285887507,0.2228488143170698,0.32724307763145505
1992-02-01,1992,2,0.6522738276847229,0.16880501550368812,0.2591309129848419
1992-03-01,1992,3,0.39483574581531883,0.1460948382001587,0.22716383455954564
1992-04-01,1992,4,0.641705970653065,0.34647688351375466,0.4891346041946395
1992-05-01,1992,5,0.8037124360334648,0.3242547432907812,0.45461058617064987
1992-06-01,1992,6,0.8356090202158197,0.47361675577225915,0.6251301651345437
1992-07-01,1992,7,0.8069247645970359,0.5438534266330259,0.730450350110601
1992-08-01,1992,8,0.6953294353394998,0.45625212352301886,0.63368331995148
1992-09-01,1992,9,0.6788940892010619,0.2247598187376377,0.32990105089325183
1992-10-01,1992,10,0.6776769577088759,0.2453613933781373,0.35753228307809837
1992-11-01,1992,11,0.21374555611786727,0.11408236124174947,0.16779690441009543
1992-12-01,1992,12,0.6602253299379003,0.27859465525058746,0.39143448110740664
1993-01-01,1993,1,0.04673097436984468,-0.14080173924492895,-0.2015843149583621
1993-02-01,1993,2,-0.09686029374224672,-0.18574331400215105,-0.2667200528192615
1993-03-01,1993,3,0.06959287608202246,-0.06580049680630445,-0.0884588678213036
1993-04-01,1993,4,0.19406379339384727,-0.035798246521901576,-0.035632828502483074
1993-05-01,1993,5,0.05991349741277947,-0.08589174615398815,-0.11331337522815461
1993-06-01,1993,6,0.671047193672079,0.5312248668692471,0.6823541828039746
1993-07-01,1993,7,0.7523104978214153,0.5504000750126399,0.7093721795812097
1993-08-01,1993,8,0.6987963910124377,0.3777816164391539,0.5245054230737085
1993-09-01,1993,9,0.13368854424439908,0.08314782836747013,0.08380872288621266
1993-10-01,1993,10,0.23951292451093045,0.06214182718257721,0.07700786355323093
1993-11-01,1993,11,-0.3503882347765809,-0.22930251714573763,-0.3121782539962277
1993-12-01,1993,12,0.27744099632637165,-0.04210965883335345,-0.068102638192
1994-01-01,1994,1,0.29333849395673983,0.07737637968547884,0.11795779899074064
1994-02-01,1994,2,0.5304439454000809,0.2339662596657671,0.32362006513376224
1994-03-01,1994,3,0.5624174620473726,0.1488325577097387,0.22048994366914898
1994-04-01,1994,4,0.6155859286828821,0.32599946337536895,0.4557858475694331
1994-05-01,1994,5,0.5416056987722736,0.1827296782875009,0.26498083824429247
1994-06-01,1994,6,0.6509741236830721,0.4170413496279991,0.5622368496225365
1994-07-01,1994,7,0.5531983874297475,0.43339066037747936,0.5690471583428512
1994-08-01,1994,8,0.8018884218704173,0.5418907529820269,0.7114216363446231
1994-09-01,1994,9,0.653584378658572,0.41354494334814224,0.5777848722519073
1994-10-01,1994,10,0.44503319009179504,0.32953746986706745,0.4353554016593368
1994-11-01,1994,11,0.4903440709872534,0.15551425030978935,0.2153372676920599
1994-12-01,1994,12,0.5004970872697272,0.15126717623688374,0.20561575789702333
1995-01-01,1995,1,0.39529075543772496,0.14525216956404305,0.2150644361156209
1995-02-01,1995,2,0.20938602001728154,0.08736287915519178,0.12299554269417283
1995-03-01,1995,3,0.1909697072641971,-0.022476001415968956,-0.04049208157741717
1995-04-01,1995,4,0.5040977298362982,0.3053698189558362,0.4416602376176516
1995-05-01,1995,5,0.6337124571968226,0.25405933269084213,0.3679236549789146
1995-06-01,1995,6,0.8079441149482641,0.5094340016213094,0.6632599728429406
1995-07-01,1995,7,0.7484016217221208,0.4183694198501687,0.5794770319433052
1995-08-01,1995,8,0.5769018630142982,0.3724511027881815,0.51509874800083
1995-09-01,1995,9,0.6940063777910799,0.3812891131311428,0.5125519534693305
1995-10-01,1995,10,0.3671001403096067,0.23852840592447744,0.32785194382902155
1995-11-01,1995,11,0.17922751267428366,0.04932135437092971,0.06740888209428221
1995-12-01,1995,12,0.0922325470802971,0.18777601844345732,0.23619526925204293
1996-01-01,1996,1,0.36720852495503,0.031842714597842194,0.0448065451668461
1996-02-01,1996,2,0.38542681375146676,0.1332305715968085,0.21371051663402027
1996-03-01,1996,3,0.02465513833589446,0.015243782471834168,0.046095966399478765
1996-04-01,1996,4,0.5899855464452689,0.18099793227643135,0.2726814979974427
1996-05-01,1996,5,0.6715735275316845,0.21565935645985781,0.3072780849707948
1996-06-01,1996,6,0.7112883824596397,0.3784655743436349,0.5284465633209433
1996-07-01,1996,7,0.733382757331415,0.49172275575135926,0.6724996967819835
1996-08-01,1996,8,0.7241929578476228,0.3912386182160747,0.5520413104402784
1996-09-01,1996,9,0.5934079794653705,0.18485359043439145,0.2719171777010103
1996-10-01,1996,10,0.20231567558704755,0.17068055540759236,0.26642782574849283
1996-11-01,1996,11,0.3230676323094272,0.15568691476605068,0.24337499015125647
1996-12-01,1996,12,0.23921111151500374,0.1473057059968282,0.21893996115704664
1997-01-01,1997,1,-0.04614029260841977,-0.07911840792032812,-0.11409040019049899
1997-02-01,1997,2,0.38199621096692477,0.1168128728389232,0.18859110122916561
1997-03-01,1997,3,0.32223460472069043,0.04944298421931192,0.07687339692604833
1997-04-01,1997,4,0.39778760433773386,0.1628358346890275,0.24977621025995775
1997-05-01,1997,5,0.5809333953013419,0.1298855246107772,0.21029358731263986
1997-06-01,1997,6,0.5230984328571833,0.25135005521175774,0.36827953689740967
1997-07-01,1997,7,0.5048965193754894,0.532226949047122,0.7109422715739369
1997-08-01,1997,8,0.813159694908711,0.5882595432098413,0.7844232699760848
1997-09-01,1997,9,0.6710507360921356,0.19934890336760422,0.2756747343188282
1997-10-01,1997,10,0.10234361330440787,0.034845925751719915,0.05788893063542399
1997-11-01,1997,11,0.24606268563088599,0.17810104531266147,0.26085593059347945
1997-12-01,1997,12,0.4669782725130514,0.07462274015454834,0.0892146379906027
1998-01-01,1998,1,0.4197689785393915,0.1826672357434162,0.2665610234742512
1998-02-01,1998,2,0.4562217119276951,0.19127581927762585,0.27442658207525755
1998-03-01,1998,3,0.08950208853788175,0.06995292283256652,0.09182693479172878
1998-04-01,1998,4,0.4838922369237181,0.27171145094647386,0.3655040292857768
1998-05-01,1998,5,0.4534831052477852,0.28628397732835775,0.4021686610066619
1998-06-01,1998,6,0.7952884132428644,0.5643034753643247,0.7347555691822981
1998-07-01,1998,7,0.7193134809213686,0.48079738547427975,0.661541536908034
1998-08-01,1998,8,0.7550740893597919,0.2537674813872582,0.37075223089589776
1998-09-01,1998,9,0.32984546135557624,0.22218208132830713,0.30562236374562946
1998-10-01,1998,10,0.3196675764727822,0.3168281987514324,0.44972788996877283
1998-11-01,1998,11,0.251698291183844,0.19971782537910038,0.2731201363693068
1998-12-01,1998,12,0.09902899891892074,0.0900342821013939,0.1293008999116964
1999-01-01,1999,1,0.1718861747597944,0.12027497800422113,0.1755764361418309
1999-02-01,1999,2,0.20097638931488648,0.00903010033444816,0.03409414314817534
1999-03-01,1999,3,0.1150211484755012,-0.00033456007225333534,-0.007778951314999509
1999-04-01,1999,4,0.6392783392281374,0.33517311055848725,0.4660131554981064
1999-05-01,1999,5,0.6614177807388308,0.2670634598298058,0.379671739245342
1999-06-01,1999,6,0.6525784593744459,0.35777662348493916,0.506630527877457
1999-07-01,1999,7,0.672294715434712,0.49058656365315906,0.6397985264641262
1999-08-01,1999,8,0.5940089805471904,0.4138566202412305,0.564542327865603
1999-09-01,1999,9,0.21593313477409393,0.15343416241190122,0.1972021206981103
1999-10-01,1999,10,0.16611363836302268,0.11224681172073925,0.16945876288659795
1999-11-01,1999,11,0.17581622438408548,0.10369209797915187,0.15638392821752328
1999-12-01,1999,12,0.1680452369857941,0.0792903744944958,0.11288888291078542
2000-01-01,2000,1,0.17500916391417057,0.09309861071155448,0.11957561258772818
2000-02-01,2000,2,-0.05519984860263138,-0.05375004199223671,-0.07959110632582833
2000-03-01,2000,3,0.1867163741540392,0.06322204155288311,0.10669497190826452
2000-04-01,2000,4,0.6135142949419549,0.22706133040131707,0.3168666716739425
2000-05-01,2000,5,0.7821617261958589,0.44113149847094807,0.5859365972787206
2000-06-01,2000,6,0.7913758967566926,0.4507283633247643,0.6230824754969584
2000-07-01,2000,7,0.7923751936157242,0.5547474060401001,0.7467512649188409
2000-08-01,2000,8,0.8091878416117925,0.5719483086466537,0.7489958324162945
2000-09-01,2000,9,0.5115992379700544,0.21681231793591346,0.326178454973651
2000-10-01,2000,10,0.4721995453559482,0.18010225537214974,0.26973583797377904
2000-11-01,2000,11,0.5834299230953053,0.33294001952870367,0.45036634040166273
2000-12-01,2000,12,0.45667239849634006,0.25727442112452126,0.3388942548182945
2001-01-01,2001,1,0.21406058740742653,0.16478350177005502,0.240709461660711
2001-02-01,2001,2,0.17434416399233424,0.13964171140755424,0.19212995955728504
2001-03-01,2001,3,-0.10622429940573999,-0.07381224301583154,-0.11573862257015018
2001-04-01,2001,4,0.7734899604727399,0.3429976573726899,0.4683092674361376
2001-05-01,2001,5,0.5713688229267255,0.2412229730716045,0.33471449216875526
2001-06-01,2001,6,0.7550076618957612,0.5516437396455861,0.7342913187928751
2001-07-01,2001,7,0.7893496201480068,0.49761202105649366,0.6655056123208701
2001-08-01,2001,8,0.7693964148654195,0.6052401956296095,0.7805311109077299
2001-09-01,2001,9,0.38474708859533285,0.17588123225611318,0.26511277672791567
2001-10-01,2001,10,0.3873215796565744,0.2242665840410507,0.2898504696187666
2001-11-01,2001,11,0.3741811824088678,0.1997728277488451,0.30236926621039634
2001-12-01,2001,12,0.25069374822547713,0.2177965303760225,0.27916040902987077
2002-01-01,2002,1,-0.0998421202717936,-0.06847683403855878,-0.11058452808787546
2002-02-01,2002,2,-0.002459700943643644,-0.026705710581943685,-0.04737519768592434
2002-03-01,2002,3,0.3090700900791017,0.09865358905377053,0.13149646062824427
2002-04-01,2002,4,0.07023024095181132,0.09306729101895823,0.12767003363509952
2002-05-01,2002,5,0.309609347084948,0.2710312666987422,0.3692878444669822
2002-06-01,2002,6,0.3434975264679633,0.4606066898076239,0.6103004739195377
2002-07-01,2002,7,0.43548746692654594,0.40103591623069385,0.5307506514165979
2002-08-01,2002,8,0.4965990139364183,0.5124609011623168,0.6777560372044317
2002-09-01,2002,9,0.3234996736284728,0.11083402683672419,0.15424819180192248
2002-10-01,2002,10,0.3729402791361292,0.1638870851460436,0.22604168499140714
2002-11-01,2002,11,0.4161717896453593,0.11394053495309386,0.14637371791815962
2002-12-01,2002,12,0.10881884751210065,0.1845135321791411,0.2177879134130665
2003-01-01,2003,1,-0.00732417092396589,0.09612962646311328,0.12814613982520792
2003-02-01,2003,2,0.3100894486107168,0.12588663483665666,0.18120414442692062
2003-03-01,2003,3,0.18652905805603714,0.044310974490279965,0.0671512313122117
2003-04-01,2003,4,0.33139538792282697,0.19960250770978472,0.27043883734423585
2003-05-01,2003,5,0.6675248306633574,0.3403066600895241,0.4651083144675894
2003-06-01,2003,6,0.6907458180852196,0.2891926390115902,0.40846295299812774
2003-07-01,2003,7,0.744919879952966,0.5098459509016221,0.6781124635389583
2003-08-01,2003,8,0.6772413029567048,0.4702176824127385,0.6395667741988155
2003-09-01,2003,9,0.46647932781513723,0.14304403610736421,0.2160044970973048
2003-10-01,2003,10,0.038697041963821184,0.0484649733531301,0.06988006019842027
2003-11-01,2003,11,0.0008279115072151212,0.03182819545320749,0.04866476979973222
2003-12-01,2003,12,0.12282382798562572,0.13477775756661284,0.1884059939673891
2004-01-01,2004,1,0.052762131714938265,0.035299577849391986,0.04343732818984879
2004-02-01,2004,2,0.36232390426704386,0.23446098152623868,0.32095454410435725
2004-03-01,2004,3,0.38318627147598844,0.1349861748369941,0.17963999326538438
2004-04-01,2004,4,0.13163373029790776,0.07750195322803366,0.1180599354382991
2004-05-01,2004,5,0.6976373304248744,0.3591310088410436,0.4836969768463557
2004-06-01,2004,6,0.7874605721171479,0.6299748650336577,0.788885302278598
2004-07-01,2004,7,0.7935128098621939,0.4707361278619037,0.6343471778440151
2004-08-01,2004,8,0.7637692981645662,0.6205080859477138,0.8064604607236625
2004-09-01,2004,9,0.5269508172678576,0.24768215976311014,0.33096421806190107
2004-10-01,2004,10,-0.052936441378150845,-0.09141329970456084,-0.1292864294080486
2004-11-01,2004,11,0.08291504237325352,0.08215678556608767,0.11096168883108326
2004-12-01,2004,12,-0.0793604847892005,-0.12091821376810181,-0.1677796786753192
2005-01-01,2005,1,0.1674644973954298,0.08013795343846748,0.09608486369039328
2005-02-01,2005,2,0.06235403404837962,-0.00801901869291776,-0.021938869738111988
2005-03-01,2005,3,0.2987103474993479,0.1940101437338678,0.2857376497217773
2005-04-01,2005,4,0.5732834885104252,0.23519094323590511,0.32819513104188114
2005-05-01,2005,5,0.3364168054616952,0.10255456110417269,0.1458166917952821
2005-06-01,2005,6,0.7549673718686472,0.43917960676175904,0.607261728968626
2005-07-01,2005,7,0.8567738960456038,0.47749874866878433,0.6455182825878093
2005-08-01,2005,8,0.7455806155864332,0.3581033948045943,0.4981131291093918
2005-09-01,2005,9,0.6419289367770826,0.2667750618063143,0.3829543575202197
2005-10-01,2005,10,0.07473451000069924,0.07749003021145387,0.10489662866230215
2005-11-01,2005,11,0.26010398247027455,0.06923665421260079,0.10293762540191041
2005-12-01,2005,12,-0.08005383980727594,-0.028873576407369005,-0.029614339955226585
2006-01-01,2006,1,0.20491674458128956,0.1397342605860846,0.2038504071771455
2006-02-01,2006,2,0.18710423694242914,0.0570448537248359,0.08184393341820734
2006-03-01,2006,3,0.26823194120517974,0.15432613647994323,0.23755939204465537
2006-04-01,2006,4,0.2937306600359958,0.0856898029134533,0.13119831923385986
2006-05-01,2006,5,0.5012509053775595,0.2766379948188369,0.37613952038638543
2006-06-01,2006,6,0.7132767592323029,0.4614727718735546,0.619953405534987
2006-07-01,2006,7,0.7695840465569618,0.6254698185926482,0.8158764555548719
2006-08-01,2006,8,0.7949272046031308,0.4820596589262877,0.6392745777545611
2006-09-01,2006,9,0.7618735367850483,0.2905381279136278,0.4147090868122648
2006-10-01,2006,10,0.36101041541120854,0.0535676035438132,0.0894155919086467
2006-11-01,2006,11,0.09277210830746745,-0.06794371075173737,-0.08605232536920213
2006-12-01,2006,12,-0.13108657400187304,-0.09482961252668709,-0.1543572079627545
2007-01-01,2007,1,0.06153917672999498,0.07227542733254563,0.09369131963974617
2007-02-01,2007,2,0.10260881132538585,0.04199079644713406,0.0572825344402091
2007-03-01,2007,3,0.2849294563223097,0.11806461685200512,0.16391219662503725
2007-04-01,2007,4,0.18185088123035953,0.012858981035529257,0.03420958872573881
2007-05-01,2007,5,0.6071999048383216,0.1697385496689862,0.23513824815604054
2007-06-01,2007,6,0.7823517015077024,0.53324529984603,0.6967194515436832
2007-07-01,2007,7,0.7305590721777121,0.4797428644747085,0.6607213065500732
2007-08-01,2007,8,0.704743908685609,0.4774079904370155,0.669116594556777
2007-09-01,2007,9,0.7272643526384759,0.3939930865947428,0.5112793478930021
2007-10-01,2007,10,0.010959243214548062,0.1686644453786461,0.2282855968301387
2007-11-01,2007,11,0.2983648598006777,0.10418714571270483,0.15247354419010956
2007-12-01,2007,12,0.14712088276832713,0.13028943677249327,0.1797973338326573
2008-01-01,2008,1,0.41113974045907736,0.06998545765796371,0.11167410602759882
2008-02-01,2008,2,0.15500960898992253,0.14973472484016623,0.211090026079852
2008-03-01,2008,3,0.24219941799202546,0.08767446601484218,0.1367123424279338
2008-04-01,2008,4,0.22852911011517957,0.18236959158916297,0.2709295994969826
2008-05-01,2008,5,0.43580602843783023,0.1920360749971495,0.28416863584459956
2008-06-01,2008,6,0.6620296549882386,0.41923400802152333,0.5476359270338316
2008-07-01,2008,7,0.6997832407289224,0.5133614627285514,0.6600783114500103
2008-08-01,2008,8,0.35661105540432186,0.15206019409917562,0.2029007265106757
2008-09-01,2008,9,0.6216177892384562,0.15691562045237717,0.21462995485860714
2008-10-01,2008,10,0.054125667913261614,0.08616304914945712,0.12155643537736235
2008-11-01,2008,11,-0.06577199880191184,-0.09803062720279321,-0.1281162254974845
2008-12-01,2008,12,-0.057171783664677754,0.02062749841532186,0.015527226960583894
2009-01-01,2009,1,-0.17885859812624258,-0.08156233497712978,-0.13910384507363313
2009-02-01,2009,2,-0.12037500276454274,-0.0680042728699034,-0.1093518806153708
2009-03-01,2009,3,-0.32075390658630265,-0.177400036574343,-0.24486731498585684
2009-04-01,2009,4,0.4659168166765057,0.1598884963379137,0.23271445839246552
2009-05-01,2009,5,0.6676713419933509,0.33521599474555946,0.4403006929434251
2009-06-01,2009,6,0.6501839964227565,0.3229102568523597,0.45186045655911833
2009-07-01,2009,7,0.7309704497992392,0.6002731722118602,0.7625246755238915
2009-08-01,2009,8,0.7955278943309657,0.5150730792223117,0.6593867647913043
2009-09-01,2009,9,0.6770225399236768,0.278781142364756,0.33681675887999496
2009-10-01,2009,10,-0.13002222694892088,0.03874923082228316,0.04211876004444537
2009-11-01,2009,11,-0.16111696122602256,-0.03619682458528163,-0.06478728965657268
2009-12-01,2009,12,-0.006678180329476688,0.03826541943627566,0.056252311810837174
2010-01-01,2010,1,0.029185317643332005,0.019423986675529557,0.025376371182973666
2010-02-01,2010,2,0.3994212311192469,0.1480814890891705,0.20772618497817832
2010-03-01,2010,3,0.6149452777928964,0.22630517890825444,0.329308382953547
2010-04-01,2010,4,0.15133990572300068,0.042891837070471034,0.08140664603541355
2010-05-01,2010,5,0.36573646877585786,0.03535354239872404,0.09037404686754243
2010-06-01,2010,6,0.7469526871500304,0.47058974144818083,0.627544212867715
2010-07-01,2010,7,0.6919339693809634,0.41936541334347666,0.5518072781818392
2010-08-01,2010,8,0.7506182264804446,0.5093381250511969,0.6531478024834863
2010-09-01,2010,9,0.27265960088888863,0.12397830275519667,0.20349014857734915
